,carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
25002,0.35,3,63.3,57.0,827,0,0,0,0,0,0,0,1,0,0,0,0,0
24121,0.24,3,64.4,53.0,485,1,0,0,0,0,0,0,0,0,0,0,0,1
3275,1.23,4,62.4,55.0,6750,0,0,1,0,0,0,0,1,0,0,0,0,0
3058,0.74,4,62.8,59.0,3357,1,0,0,0,0,0,0,0,0,1,0,0,0
12269,0.3,5,62.3,54.0,641,0,1,0,0,0,0,0,1,0,0,0,0,0
23362,1.8,4,61.9,60.0,11948,0,0,0,0,1,0,0,1,0,0,0,0,0
15259,1.26,5,62.5,57.0,8256,0,0,0,0,0,0,0,0,0,0,1,0,0
20780,0.7,4,62.4,60.0,2194,1,0,0,0,0,0,0,1,0,0,0,0,0
15752,0.7,2,64.1,58.0,2137,0,0,0,1,0,0,0,0,0,0,1,0,0
20134,0.71,4,60.1,61.0,1968,0,0,0,0,0,1,0,0,0,0,1,0,0
15645,0.41,5,62.7,56.0,827,0,0,1,0,0,0,0,0,0,0,1,0,0
11062,0.74,5,62.1,54.0,3537,0,0,1,0,0,0,0,0,0,0,0,1,0
14148,0.46,2,62.7,58.0,967,1,0,0,0,0,0,0,1,0,0,0,0,0
9701,0.54,4,61.8,60.0,1237,0,1,0,0,0,0,0,1,0,0,0,0,0
25471,0.24,3,61.5,58.0,419,1,0,0,0,0,0,0,0,0,0,1,0,0
14377,0.32,5,62.2,57.0,505,0,0,0,1,0,0,0,0,0,0,1,0,0
22123,1.27,4,62.3,56.0,5690,0,0,0,0,1,0,0,1,0,0,0,0,0
22489,0.43,4,61.8,59.0,1008,0,0,1,0,0,0,0,0,0,1,0,0,0
23101,1.01,5,61.6,55.0,3801,0,0,0,0,0,1,0,0,1,0,0,0,0
16539,1.24,5,61.3,56.0,5714,0,0,0,0,1,0,0,1,0,0,0,0,0
475,0.36,5,61.9,57.0,1013,0,0,0,1,0,0,1,0,0,0,0,0,0
7633,0.93,3,61.9,57.0,3452,0,0,0,1,0,0,0,0,1,0,0,0,0
14163,0.32,5,62.0,55.0,786,0,1,0,0,0,0,0,0,0,0,0,0,1
9824,0.31,4,59.1,59.0,698,1,0,0,0,0,0,0,1,0,0,0,0,0
7021,0.39,5,61.4,57.0,746,0,0,0,0,0,1,0,0,0,0,1,0,0
7941,0.38,5,58.9,58.0,1064,0,0,0,1,0,0,1,0,0,0,0,0,0
24011,0.44,5,62.3,55.0,1235,0,0,0,0,0,0,0,0,0,1,0,0,0
18316,0.39,2,63.1,58.0,737,0,0,0,0,1,0,0,0,0,1,0,0,0
6598,0.55,5,62.5,56.0,2030,1,0,0,0,0,0,0,0,0,0,1,0,0
3693,1.21,4,60.9,60.0,4440,0,0,0,0,0,1,0,0,1,0,0,0,0
21161,0.25,3,63.0,59.0,436,0,0,0,0,0,0,0,0,0,1,0,0,0
26327,0.34,4,61.8,58.0,612,0,0,0,0,1,0,0,0,0,0,1,0,0
8960,1.21,5,61.8,57.0,8001,0,0,1,0,0,0,0,0,0,0,1,0,0
18164,0.71,3,61.5,57.0,3192,1,0,0,0,0,0,0,0,0,1,0,0,0
2256,0.33,5,62.2,56.0,743,0,0,1,0,0,0,0,0,0,0,1,0,0
15042,0.6,4,59.7,60.0,2105,0,0,1,0,0,0,0,0,0,0,0,0,1
10466,1.0,5,58.3,61.0,4390,0,0,0,1,0,0,0,0,1,0,0,0,0
12454,0.38,3,63.0,56.0,700,0,0,0,1,0,0,0,0,0,0,1,0,0
2545,1.5,4,62.1,58.0,6458,0,0,0,1,0,0,0,0,1,0,0,0,0
23077,0.31,4,61.2,60.0,802,0,0,0,1,0,0,0,0,0,0,0,0,1
1533,1.06,5,58.8,57.0,5877,1,0,0,0,0,0,0,1,0,0,0,0,0
23585,0.34,5,60.8,57.0,699,0,1,0,0,0,0,0,0,0,0,1,0,0
5065,1.27,4,62.8,58.0,4011,0,0,0,0,0,1,0,0,0,0,1,0,0
10841,0.41,2,63.5,57.0,755,1,0,0,0,0,0,0,1,0,0,0,0,0
22878,0.7,5,62.6,55.0,3167,1,0,0,0,0,0,0,0,0,1,0,0,0
22137,2.25,5,62.4,56.0,14348,0,0,0,1,0,0,0,1,0,0,0,0,0
8403,0.3,5,62.4,54.0,742,1,0,0,0,0,0,0,0,0,0,0,0,1
3561,0.45,5,61.3,55.0,790,0,0,0,1,0,0,0,1,0,0,0,0,0
13429,0.48,4,61.9,58.0,990,0,0,0,1,0,0,0,1,0,0,0,0,0
20814,0.43,4,60.1,58.0,830,0,0,0,0,0,0,0,1,0,0,0,0,0
6710,0.51,3,62.2,56.0,1762,0,0,1,0,0,0,0,0,0,0,0,0,1
20481,0.3,5,62.0,56.0,956,0,0,1,0,0,0,1,0,0,0,0,0,0
16633,2.01,3,63.5,55.0,12271,0,0,0,0,1,0,0,1,0,0,0,0,0
219,0.24,3,61.4,57.0,449,0,0,0,1,0,0,0,0,0,0,0,0,1
14722,0.7,4,62.8,61.0,2737,1,0,0,0,0,0,0,0,0,0,1,0,0
18848,1.6,5,62.1,56.0,9275,0,0,0,1,0,0,0,0,1,0,0,0,0
20986,1.51,1,66.0,57.0,15152,0,0,0,0,0,0,0,0,0,0,1,0,0
9804,0.71,5,62.5,56.0,2347,1,0,0,0,0,0,0,0,0,0,1,0,0
18313,0.9,3,62.4,57.0,3662,1,0,0,0,0,0,0,0,1,0,0,0,0
25619,1.24,5,61.4,57.0,5683,0,0,0,1,0,0,0,0,0,0,1,0,0
15145,0.57,5,62.4,56.0,1754,0,0,0,0,0,0,0,1,0,0,0,0,0
26954,0.5,2,63.8,56.0,1806,0,0,1,0,0,0,0,0,0,0,0,0,1
26148,0.9,3,63.4,60.0,3342,1,0,0,0,0,0,0,0,1,0,0,0,0
18110,0.74,4,60.2,58.0,2553,0,0,0,1,0,0,0,0,0,0,1,0,0
10244,0.71,4,61.8,59.0,2792,1,0,0,0,0,0,0,1,0,0,0,0,0
18200,1.07,4,62.0,59.0,4401,0,0,1,0,0,0,0,0,1,0,0,0,0
292,0.38,5,62.5,56.0,1067,0,0,0,0,0,0,0,0,0,1,0,0,0
15214,1.26,1,64.9,60.0,3881,0,0,0,1,0,0,0,0,1,0,0,0,0
625,1.51,4,61.1,59.0,14294,0,1,0,0,0,0,0,0,0,0,1,0,0
3427,1.51,4,62.5,60.0,11760,0,0,0,0,0,0,0,1,0,0,0,0,0
10294,2.1,1,61.745146555006194,69.0,16506,0,1,0,0,0,0,0,0,1,0,0,0,0
17644,0.42,5,61.8,56.0,1087,0,0,1,0,0,0,0,0,0,0,1,0,0
9238,1.29,4,61.8,59.0,6429,0,0,0,0,1,0,0,1,0,0,0,0,0
20088,0.49,4,59.5,62.0,1103,0,0,0,1,0,0,0,0,0,0,1,0,0
18595,0.9,2,63.9,57.0,4463,1,0,0,0,0,0,0,1,0,0,0,0,0
6804,0.52,5,62.2,56.4,1391,0,0,0,1,0,0,0,0,0,0,1,0,0
10384,0.7,3,63.9,57.0,3173,1,0,0,0,0,0,0,1,0,0,0,0,0
19822,1.51,4,61.8,59.0,7441,0,1,0,0,0,0,0,0,1,0,0,0,0
10900,0.25,5,61.5,55.0,452,0,0,0,0,0,0,0,1,0,0,0,0,0
2465,0.34,4,60.2,58.0,765,0,0,1,0,0,0,0,0,0,0,1,0,0
850,0.42,5,61.6,55.0,1235,0,0,1,0,0,0,0,0,0,0,0,1,0
12442,2.0,4,61.5,59.0,5051,0,0,0,0,0,1,0,0,0,0,0,0,0
26426,1.32,4,58.4,60.0,5921,0,0,0,0,1,0,0,0,1,0,0,0,0
2370,0.41,3,62.0,56.0,863,0,0,0,0,1,0,0,0,0,0,0,1,0
11618,0.56,5,61.1,55.0,1743,0,0,0,0,1,0,0,0,0,0,0,1,0
7254,0.59,5,61.4,56.0,1755,1,0,0,0,0,0,0,0,0,0,1,0,0
21341,2.02,5,60.9,60.0,14027,0,0,0,0,1,0,0,0,1,0,0,0,0
4313,0.43,5,62.2,54.0,670,0,0,0,0,1,0,0,1,0,0,0,0,0
10832,1.27,4,60.1,58.0,5761,0,0,0,0,0,1,0,0,0,0,0,1,0
22831,1.01,5,61.3,54.0,4916,0,0,0,0,0,0,0,0,1,0,0,0,0
18576,2.11,4,60.9,59.0,12633,0,0,0,1,0,0,0,0,1,0,0,0,0
327,0.34,4,60.3,58.0,596,0,0,1,0,0,0,0,0,0,0,1,0,0
1584,0.77,5,61.3,56.0,3707,0,0,0,1,0,0,0,0,0,0,0,0,1
6823,0.53,5,61.7,55.0,1727,0,0,1,0,0,0,0,0,0,1,0,0,0
313,0.71,4,61.745146555006194,58.0,2879,0,1,0,0,0,0,0,0,0,1,0,0,0
1338,0.31,5,61.745146555006194,54.0,344,0,0,0,0,0,1,0,0,1,0,0,0,0
14351,1.1,4,61.2,57.0,3696,0,0,0,0,0,1,0,0,0,0,1,0,0
12328,1.01,3,62.7,56.0,6159,0,1,0,0,0,0,0,0,0,0,1,0,0
14240,0.71,5,62.3,56.0,3198,1,0,0,0,0,0,0,0,0,1,0,0,0
22730,0.77,5,62.1,55.0,2598,0,0,0,0,1,0,0,0,0,0,0,0,1
1830,0.41,3,59.7,58.0,866,1,0,0,0,0,0,0,0,0,0,1,0,0
17483,0.4,4,61.1,59.0,1323,0,1,0,0,0,0,0,0,0,0,0,1,0
17773,0.3,4,60.2,59.0,610,0,0,0,0,0,0,0,0,0,1,0,0,0
3110,0.9,4,62.8,59.0,3992,0,1,0,0,0,0,0,1,0,0,0,0,0
5183,0.5,5,61.1,57.0,2165,1,0,0,0,0,0,0,0,0,0,0,0,1
9859,0.9,5,61.7,55.0,4269,0,1,0,0,0,0,0,1,0,0,0,0,0
14524,0.58,3,63.5,60.0,1265,1,0,0,0,0,0,0,0,1,0,0,0,0
4456,0.39,4,61.3,58.0,958,0,0,0,0,0,0,0,0,0,0,1,0,0
10621,0.41,4,61.2,58.0,1079,1,0,0,0,0,0,0,0,0,1,0,0,0
12559,0.31,4,61.0,59.0,1060,1,0,0,0,0,0,1,0,0,0,0,0,0
8596,0.37,5,61.2,56.0,1056,0,0,1,0,0,0,1,0,0,0,0,0,0
26872,0.51,2,63.6,56.0,1220,0,1,0,0,0,0,0,1,0,0,0,0,0
1218,1.1,4,59.1,60.0,4967,1,0,0,0,0,0,0,0,1,0,0,0,0
2579,0.52,4,60.7,58.0,1689,1,0,0,0,0,0,0,0,0,0,1,0,0
12349,1.01,4,61.9,61.0,3394,0,0,0,1,0,0,0,0,1,0,0,0,0
3499,0.54,4,59.2,58.0,1754,1,0,0,0,0,0,0,0,0,0,1,0,0
25073,0.38,3,61.2,56.0,740,1,0,0,0,0,0,0,0,0,0,1,0,0
11345,1.1,4,61.7,56.0,11233,0,0,0,0,0,0,0,0,0,0,0,0,1
26133,0.4,2,63.9,58.0,882,1,0,0,0,0,0,0,1,0,0,0,0,0
7383,0.31,4,62.2,58.0,802,0,0,1,0,0,0,0,0,0,1,0,0,0
26917,0.5,3,63.3,59.0,1187,0,0,1,0,0,0,0,1,0,0,0,0,0
3047,0.4,4,61.0,58.0,842,0,1,0,0,0,0,0,0,0,0,1,0,0
16619,0.51,5,61.9,56.0,1264,0,0,0,0,0,0,0,0,1,0,0,0,0
10915,1.2,5,62.3,56.0,8442,0,0,1,0,0,0,0,0,0,1,0,0,0
3301,0.33,4,59.5,60.0,668,0,0,0,0,1,0,0,0,0,1,0,0,0
7299,0.42,4,61.0,60.0,958,1,0,0,0,0,0,0,0,0,0,1,0,0
2464,1.23,3,59.3,59.0,10609,0,1,0,0,0,0,0,0,0,1,0,0,0
16063,0.41,5,62.2,56.0,1007,0,0,1,0,0,0,0,0,0,0,0,0,1
7326,1.82,4,61.4,60.0,13813,0,0,0,0,1,0,0,0,0,1,0,0,0
20007,1.23,4,62.5,59.0,6909,0,0,1,0,0,0,0,1,0,0,0,0,0
5394,0.6,4,60.1,61.0,1219,0,0,0,1,0,0,0,1,0,0,0,0,0
11245,0.56,5,61.3,54.0,1723,0,1,0,0,0,0,0,0,0,0,1,0,0
1706,1.01,1,66.0,56.0,2998,0,0,0,0,0,1,0,0,0,0,0,0,1
3233,0.4,3,61.9,59.0,772,0,0,1,0,0,0,0,0,0,0,1,0,0
26234,0.71,5,62.0,57.0,2368,0,0,0,1,0,0,0,1,0,0,0,0,0
2325,0.71,4,61.3,58.0,2822,0,0,0,0,0,0,0,1,0,0,0,0,0
16176,0.44,4,62.3,59.0,1031,0,0,1,0,0,0,0,0,0,1,0,0,0
21371,0.41,5,60.5,57.0,1363,1,0,0,0,0,0,0,0,0,0,0,0,1
21311,1.04,5,61.9,58.0,4973,0,0,1,0,0,0,0,0,1,0,0,0,0
2661,1.5,4,61.7,56.0,7308,0,0,0,0,0,1,0,0,0,0,1,0,0
11988,0.7,3,63.5,58.0,2592,1,0,0,0,0,0,0,1,0,0,0,0,0
24122,1.16,5,62.3,57.0,7203,0,0,1,0,0,0,0,0,0,0,1,0,0
12150,0.3,3,62.0,59.0,684,0,0,0,1,0,0,0,0,0,0,0,1,0
10700,0.7,5,61.7,56.0,2979,1,0,0,0,0,0,0,0,0,0,1,0,0
24606,2.17,4,62.2,59.0,16472,0,0,0,0,0,0,0,0,1,0,0,0,0
11017,1.52,4,62.2,58.0,8512,0,0,1,0,0,0,0,1,0,0,0,0,0
22785,0.5,5,59.9,56.0,1282,0,1,0,0,0,0,0,1,0,0,0,0,0
26832,0.3,3,62.4,56.0,710,0,0,0,0,0,0,0,0,0,0,1,0,0
24737,1.06,4,61.0,58.0,5236,0,1,0,0,0,0,0,1,0,0,0,0,0
1075,0.63,4,61.0,61.0,2211,0,1,0,0,0,0,0,0,0,0,1,0,0
17828,1.17,4,62.6,58.0,4914,0,0,0,0,1,0,0,1,0,0,0,0,0
4635,0.35,5,62.3,55.0,827,0,0,0,0,0,0,0,1,0,0,0,0,0
921,1.5,3,63.5,59.0,8081,0,0,0,0,1,0,0,1,0,0,0,0,0
8681,1.21,2,63.8,56.0,8099,0,0,1,0,0,0,0,0,0,0,1,0,0
1236,1.08,4,60.2,59.0,4488,0,1,0,0,0,0,0,0,1,0,0,0,0
21364,0.29,3,61.5,56.0,563,0,1,0,0,0,0,0,0,0,0,0,1,0
9404,0.81,5,61.9,55.0,3624,0,1,0,0,0,0,0,0,0,0,1,0,0
15497,0.28,3,60.3,62.0,596,0,0,0,0,0,0,0,0,0,0,0,1,0
11850,0.7,3,61.7,63.0,2737,0,1,0,0,0,0,0,0,0,0,1,0,0
12490,0.56,5,61.1,55.0,1622,0,0,0,0,1,0,0,0,0,0,0,1,0
11721,0.79,3,63.2,55.0,2348,0,0,0,1,0,0,0,0,1,0,0,0,0
610,2.04,4,60.2,58.0,18066,0,1,0,0,0,0,0,0,1,0,0,0,0
7626,1.19,4,62.7,56.0,5802,0,0,0,1,0,0,0,1,0,0,0,0,0
1259,0.3,5,63.8,56.0,619,1,0,0,0,0,0,0,0,0,0,1,0,0
11696,0.75,5,61.7,55.0,3625,0,0,0,0,0,0,0,0,0,0,1,0,0
3252,0.3,5,62.8,56.0,844,1,0,0,0,0,0,0,0,0,0,1,0,0
21901,0.29,5,61.6,56.0,504,0,1,0,0,0,0,0,0,0,0,1,0,0
21515,1.02,3,61.7,58.0,6479,0,1,0,0,0,0,0,0,0,0,1,0,0
4147,0.5,4,59.5,59.0,1154,1,0,0,0,0,0,0,0,1,0,0,0,0
21745,0.34,3,60.0,58.0,521,0,0,0,1,0,0,0,0,0,0,1,0,0
23140,0.44,3,61.9,59.0,711,0,1,0,0,0,0,0,0,1,0,0,0,0
16146,2.14,4,61.2,57.0,13421,0,0,0,1,0,0,0,0,1,0,0,0,0
8696,2.17,3,62.1,61.0,15760,0,0,0,0,1,0,0,1,0,0,0,0,0
3024,0.41,5,62.0,54.0,1153,1,0,0,0,0,0,0,0,0,1,0,0,0
2002,1.01,2,58.5,61.0,4807,1,0,0,0,0,0,0,0,1,0,0,0,0
20909,1.55,3,61.6,56.0,15658,0,1,0,0,0,0,0,0,0,1,0,0,0
26742,0.9,3,61.6,59.0,3597,0,0,1,0,0,0,0,1,0,0,0,0,0
8263,0.51,5,60.9,56.0,1585,1,0,0,0,0,0,0,1,0,0,0,0,0
24247,0.28,3,59.6,55.0,688,1,0,0,0,0,0,1,0,0,0,0,0,0
25447,2.04,3,62.9,54.0,17323,0,0,0,0,1,0,0,1,0,0,0,0,0
22403,1.3,5,62.0,57.0,11073,0,0,1,0,0,0,0,0,0,0,0,0,1
8615,0.3,5,60.6,57.0,609,0,1,0,0,0,0,0,1,0,0,0,0,0
21155,0.51,3,62.3,58.0,1438,1,0,0,0,0,0,0,1,0,0,0,0,0
6620,0.57,4,62.6,56.0,1915,0,0,1,0,0,0,0,1,0,0,0,0,0
18878,0.36,3,61.745146555006194,57.0,832,0,0,0,0,0,0,0,0,0,1,0,0,0
14652,1.01,3,62.6,56.0,8081,0,1,0,0,0,0,0,0,0,1,0,0,0
23950,0.25,3,60.9,59.0,575,1,0,0,0,0,0,0,0,0,0,0,0,1
22182,1.0,3,61.1,57.0,9870,0,1,0,0,0,0,0,0,0,0,0,1,0
7534,0.34,5,61.9,57.0,995,0,0,1,0,0,0,0,0,0,0,0,0,1
26933,0.7,5,62.4,54.0,3585,1,0,0,0,0,0,0,0,0,0,0,0,1
15413,2.01,4,61.7,60.0,16700,0,0,0,0,1,0,0,0,0,0,1,0,0
21147,2.04,5,61.9,58.0,18153,0,0,1,0,0,0,0,1,0,0,0,0,0
2351,0.9,4,62.0,58.0,4355,0,0,0,1,0,0,0,0,0,0,0,0,1
22459,0.31,4,62.3,59.0,625,0,1,0,0,0,0,0,0,0,0,1,0,0
8355,1.01,3,62.3,59.0,6770,0,1,0,0,0,0,0,0,0,0,1,0,0
11745,0.52,2,64.3,61.0,1147,0,0,1,0,0,0,0,1,0,0,0,0,0
19886,0.64,5,62.3,54.0,2155,0,0,1,0,0,0,0,0,0,1,0,0,0
25738,0.41,3,62.9,56.0,719,0,0,1,0,0,0,0,1,0,0,0,0,0
10022,0.32,5,62.2,56.0,790,0,0,0,0,0,0,0,0,0,0,0,0,1
26710,1.23,5,62.4,58.0,5158,0,0,0,0,0,1,0,0,1,0,0,0,0
16903,0.4,4,62.6,59.0,945,1,0,0,0,0,0,0,1,0,0,0,0,0
25013,0.7,5,63.1,54.0,3618,0,0,0,0,0,0,0,0,0,1,0,0,0
20512,0.31,3,62.8,60.0,418,0,0,0,0,1,0,0,1,0,0,0,0,0
10249,0.53,5,61.6,54.0,1284,0,1,0,0,0,0,0,1,0,0,0,0,0
21120,2.01,2,63.2,58.0,15919,0,0,0,1,0,0,0,1,0,0,0,0,0
13878,1.17,3,63.1,58.0,4455,0,0,0,1,0,0,0,0,1,0,0,0,0
581,1.14,5,61.0,56.0,9013,0,0,1,0,0,0,0,0,0,0,0,0,1
483,1.27,4,62.3,56.0,5547,0,0,0,0,1,0,0,1,0,0,0,0,0
11125,0.31,4,59.9,59.0,770,0,0,1,0,0,0,0,0,0,1,0,0,0
1564,1.01,4,61.8,59.0,4899,0,1,0,0,0,0,0,1,0,0,0,0,0
4984,1.59,5,62.6,55.0,15823,0,0,1,0,0,0,0,0,0,0,0,0,1
14486,0.5,4,62.5,58.0,1710,0,0,0,1,0,0,0,0,0,0,0,1,0
22611,0.9,4,63.0,62.0,3838,0,0,0,1,0,0,0,0,0,1,0,0,0
6488,1.2,3,61.4,63.0,4603,0,0,0,1,0,0,0,1,0,0,0,0,0
22424,0.37,2,63.7,55.0,584,0,0,0,1,0,0,0,0,0,0,1,0,0
2410,0.4,5,62.9,56.0,1035,0,0,1,0,0,0,0,0,0,0,1,0,0
8296,0.54,4,61.1,55.0,1993,0,0,0,0,0,0,0,0,0,0,1,0,0
25770,1.22,3,58.8,61.0,4969,0,0,0,0,0,1,0,1,0,0,0,0,0
16910,1.01,4,61.2,61.0,5294,0,0,0,1,0,0,0,0,0,1,0,0,0
15635,1.23,5,62.0,55.0,8079,0,0,0,1,0,0,0,0,0,0,0,0,1
25275,0.71,5,60.9,56.0,3053,1,0,0,0,0,0,0,0,0,0,1,0,0
25732,0.58,5,62.0,58.0,1408,0,0,1,0,0,0,0,1,0,0,0,0,0
5932,0.7,1,58.2,66.0,1920,0,1,0,0,0,0,0,0,1,0,0,0,0
15572,0.73,3,63.2,58.0,2821,1,0,0,0,0,0,0,1,0,0,0,0,0
8786,0.41,2,63.7,56.0,830,0,0,0,0,0,1,0,0,0,1,0,0,0
15750,0.31,5,62.0,55.0,391,0,0,1,0,0,0,0,0,1,0,0,0,0
15862,0.3,5,61.5,58.0,670,0,0,0,0,0,0,0,0,0,0,1,0,0
2238,0.32,4,62.5,58.0,936,0,0,0,1,0,0,0,0,0,0,0,1,0
20661,0.52,2,59.8,57.0,2093,0,0,1,0,0,0,1,0,0,0,0,0,0
18301,0.8,3,62.7,58.0,4126,0,1,0,0,0,0,0,0,0,0,0,0,1
22301,0.7,2,59.4,61.0,3063,1,0,0,0,0,0,0,0,0,1,0,0,0
16229,0.41,4,59.1,58.0,719,0,0,1,0,0,0,0,1,0,0,0,0,0
23080,0.3,2,63.2,59.0,512,0,0,0,1,0,0,0,0,0,1,0,0,0
4233,0.31,2,63.1,57.0,489,0,0,0,1,0,0,0,0,0,0,1,0,0
940,1.02,4,62.5,59.0,4291,0,0,1,0,0,0,0,0,1,0,0,0,0
18557,1.0,3,63.3,60.0,4626,0,0,1,0,0,0,0,1,0,0,0,0,0
10544,1.02,2,63.1,59.0,4207,0,0,0,1,0,0,0,0,1,0,0,0,0
15061,0.62,4,62.0,59.0,1777,0,0,0,0,0,0,0,0,1,0,0,0,0
15484,0.23,3,58.0,60.0,465,1,0,0,0,0,0,0,0,0,0,0,0,1
3731,1.15,5,62.5,58.0,5306,0,0,0,1,0,0,0,0,1,0,0,0,0
23542,0.42,5,62.8,56.0,1621,0,0,0,0,0,0,0,0,0,0,0,1,0
8413,1.26,5,61.7,58.0,6476,0,0,0,1,0,0,0,1,0,0,0,0,0
3082,2.33,3,61.8,59.0,14801,0,0,0,0,0,1,0,0,0,0,1,0,0
8737,0.4,5,60.6,56.0,1072,0,0,0,0,0,0,0,0,0,1,0,0,0
13202,0.43,5,62.2,57.0,905,0,0,0,0,1,0,0,0,0,0,0,1,0
6539,0.7,5,62.1,56.0,2453,1,0,0,0,0,0,0,0,1,0,0,0,0
2164,0.77,3,61.0,60.0,2840,0,0,0,1,0,0,0,0,0,1,0,0,0
13717,0.26,3,62.5,55.0,486,0,0,1,0,0,0,0,0,0,0,0,0,1
15707,1.19,5,62.3,55.0,5690,0,0,0,0,1,0,0,1,0,0,0,0,0
2516,0.5,3,62.5,57.0,1035,0,0,0,0,1,0,0,1,0,0,0,0,0
16773,0.26,2,58.0,58.0,453,0,1,0,0,0,0,0,0,0,1,0,0,0
229,1.5,2,59.8,61.0,6798,0,0,0,1,0,0,0,0,1,0,0,0,0
25945,1.5,4,59.4,62.0,12587,1,0,0,0,0,0,0,0,0,0,1,0,0
1677,1.1,3,63.3,56.0,4140,1,0,0,0,0,0,0,0,1,0,0,0,0
10480,1.09,5,60.5,57.0,7078,0,0,1,0,0,0,0,0,0,1,0,0,0
1560,2.0,3,60.9,58.0,16280,0,0,0,1,0,0,0,1,0,0,0,0,0
10578,0.52,5,60.6,57.0,2387,0,0,1,0,0,0,0,0,0,0,0,1,0
4515,0.3,5,63.0,53.0,956,0,0,1,0,0,0,1,0,0,0,0,0,0
25670,0.52,5,61.0,57.0,1644,1,0,0,0,0,0,0,0,0,0,1,0,0
19074,1.09,2,60.3,61.0,4698,0,1,0,0,0,0,0,0,1,0,0,0,0
7798,1.08,3,62.9,59.0,5018,1,0,0,0,0,0,0,0,1,0,0,0,0
13702,1.23,5,61.8,55.0,5820,0,0,0,0,1,0,0,0,1,0,0,0,0
25559,1.07,3,62.3,57.0,6274,0,0,1,0,0,0,0,0,0,0,1,0,0
12168,0.4,4,62.6,58.0,1050,0,1,0,0,0,0,0,0,0,1,0,0,0
21274,1.07,4,60.5,59.0,4284,1,0,0,0,0,0,0,0,1,0,0,0,0
5779,0.76,5,62.0,56.0,3927,0,0,1,0,0,0,0,0,0,0,0,0,1
14339,1.07,5,61.2,57.0,4128,0,1,0,0,0,0,0,0,1,0,0,0,0
20028,0.36,5,62.0,55.0,735,0,0,0,0,1,0,1,0,0,0,0,0,0
19959,0.36,4,60.4,58.0,1094,1,0,0,0,0,0,0,0,0,1,0,0,0
13490,0.3,3,63.0,56.0,581,0,0,0,1,0,0,0,0,0,0,0,0,1
25800,1.24,4,62.0,55.0,11231,0,1,0,0,0,0,0,0,0,0,0,0,1
10117,1.07,3,62.7,57.0,5264,0,0,0,1,0,0,0,0,0,0,1,0,0
4148,1.32,3,61.6,57.0,7173,0,0,1,0,0,0,0,0,1,0,0,0,0
12042,0.79,5,62.2,55.0,3861,1,0,0,0,0,0,0,0,0,0,1,0,0
23989,0.43,2,60.0,61.0,1000,0,0,0,1,0,0,0,0,0,0,0,1,0
9654,1.06,4,61.1,59.0,6352,0,0,0,0,0,0,0,1,0,0,0,0,0
21258,0.33,3,63.1,56.0,693,1,0,0,0,0,0,0,1,0,0,0,0,0
3435,0.91,3,62.3,60.0,4049,0,1,0,0,0,0,0,1,0,0,0,0,0
17054,0.41,5,60.5,56.0,909,0,1,0,0,0,0,0,1,0,0,0,0,0
14661,0.52,5,61.9,55.0,1125,0,0,0,0,1,0,0,0,1,0,0,0,0
25186,0.66,5,61.4,56.0,2178,0,0,0,1,0,0,0,0,0,0,1,0,0
12373,0.32,5,61.6,57.0,645,0,0,1,0,0,0,0,0,0,1,0,0,0
807,0.33,4,60.8,60.0,762,0,0,0,0,0,0,0,0,0,0,1,0,0
13139,0.3,3,63.3,59.0,506,0,0,0,0,1,0,0,1,0,0,0,0,0
3248,2.32,5,61.0,58.0,18532,0,0,1,0,0,0,0,0,1,0,0,0,0
21731,0.23,3,62.0,56.0,484,0,0,1,0,0,0,0,0,0,0,0,1,0
7550,1.23,3,60.5,58.0,5763,0,0,0,0,1,0,0,1,0,0,0,0,0
6238,2.09,5,60.6,57.0,14383,0,0,0,1,0,0,0,1,0,0,0,0,0
26818,0.58,5,62.6,57.0,1208,0,1,0,0,0,0,0,0,1,0,0,0,0
11075,0.9,5,61.9,55.0,4101,0,0,0,1,0,0,0,0,1,0,0,0,0
13,0.71,5,61.6,55.0,2767,0,0,0,0,0,0,0,0,1,0,0,0,0
8689,1.11,5,62.0,57.0,4196,1,0,0,0,0,0,0,0,1,0,0,0,0
17396,0.72,5,61.1,56.0,3294,0,1,0,0,0,0,0,0,0,1,0,0,0
12117,1.31,3,61.7,59.0,6263,0,0,0,1,0,0,0,0,1,0,0,0,0
22805,1.33,5,59.3,57.0,8558,0,0,0,1,0,0,0,0,0,1,0,0,0
2855,1.05,5,61.7,57.0,7028,0,0,1,0,0,0,0,0,0,0,1,0,0
9966,0.24,5,62.0,56.0,678,0,1,0,0,0,0,0,0,0,0,0,1,0
20504,0.91,2,63.8,56.0,3323,0,0,0,1,0,0,0,1,0,0,0,0,0
6922,1.0,4,61.5,58.0,5967,0,0,1,0,0,0,0,0,0,0,1,0,0
10331,0.73,5,61.8,56.0,3189,0,0,0,0,0,0,0,1,0,0,0,0,0
8629,1.2,5,62.3,54.0,10812,0,0,1,0,0,0,0,0,0,0,0,0,1
18248,1.68,3,62.7,58.0,14192,0,0,1,0,0,0,0,0,0,0,1,0,0
10939,1.2,5,62.0,58.0,6450,0,0,0,1,0,0,0,1,0,0,0,0,0
19127,0.55,5,60.9,57.0,1363,0,0,0,0,0,0,0,0,1,0,0,0,0
