carat,cut,depth,table,price,E,F,G,H,I,J,IF,SI1,SI2,VS1,VS2,VVS1,VVS2
1.74,5,64.5,56.0,12361,0,0,0,0,0,0,0,0,1,0,0,0,0
0.57,5,61.8,56.0,1998,0,0,0,0,0,0,0,0,0,0,1,0,0
1.11,4,62.5,58.0,4664,1,0,0,0,0,0,0,0,1,0,0,0,0
0.34,4,60.3,58.0,596,0,0,1,0,0,0,0,0,0,0,1,0,0
0.8,3,62.4,54.0,4495,1,0,0,0,0,0,0,0,0,1,0,0,0
1.83,4,62.9,55.0,11883,0,0,0,0,1,0,0,1,0,0,0,0,0
0.9,4,61.3,59.0,1777,0,0,1,0,0,0,0,0,0,0,0,0,0
0.7,5,62.4,58.0,2429,0,0,0,1,0,0,0,0,0,0,1,0,0
0.32,5,61.3,55.0,1010,1,0,0,0,0,0,0,0,0,0,0,0,1
1.51,4,61.6,59.0,10739,0,0,1,0,0,0,0,1,0,0,0,0,0
1.5,1,64.4,56.0,12787,0,0,1,0,0,0,0,0,0,0,1,0,0
0.23,3,61.8,59.0,530,1,0,0,0,0,0,0,0,0,0,0,1,0
1.52,4,60.6,62.0,9561,0,0,0,0,0,0,0,0,1,0,0,0,0
1.25,4,61.5,57.0,4690,0,0,0,0,0,1,0,0,1,0,0,0,0
0.52,3,63.9,57.0,1550,0,1,0,0,0,0,0,0,0,0,1,0,0
1.02,4,62.9,59.0,4370,0,0,1,0,0,0,0,0,1,0,0,0,0
1.16,4,61.9,58.0,8107,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,4,61.3,58.0,825,0,0,0,0,0,0,0,0,0,0,1,0,0
0.42,5,61.5,56.0,1040,0,0,0,0,0,0,0,1,0,0,0,0,0
2.01,3,63.5,57.0,14725,0,0,0,1,0,0,0,1,0,0,0,0,0
0.51,3,61.74514655500572,54.7,1970,1,0,0,0,0,0,0,0,0,1,0,0,0
1.15,5,62.0,55.0,3606,0,0,0,1,0,0,0,0,0,0,0,0,0
0.7,5,60.6,57.0,3384,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,5,61.6,56.0,847,0,0,1,0,0,0,0,0,0,0,1,0,0
1.5,4,62.4,58.0,9697,0,0,0,1,0,0,0,1,0,0,0,0,0
0.44,2,63.1,57.0,694,0,0,0,0,0,1,0,0,0,1,0,0,0
1.7,4,61.7,59.0,11257,0,0,0,0,1,0,0,0,0,0,1,0,0
0.96,1,65.2,58.0,3688,0,1,0,0,0,0,0,0,1,0,0,0,0
1.02,3,62.5,56.0,5217,0,0,0,1,0,0,0,0,0,0,1,0,0
0.7,3,61.7,62.0,2569,1,0,0,0,0,0,0,1,0,0,0,0,0
1.01,2,60.7,59.0,4672,0,0,1,0,0,0,0,1,0,0,0,0,0
0.6,4,62.9,58.0,1799,0,0,0,0,0,0,0,1,0,0,0,0,0
0.9,3,61.5,60.0,4386,0,0,1,0,0,0,0,0,0,0,1,0,0
1.13,3,62.7,57.0,4922,1,0,0,0,0,0,0,1,0,0,0,0,0
0.91,4,60.6,58.0,4293,0,0,0,1,0,0,0,0,0,0,1,0,0
0.31,5,61.9,56.0,1060,1,0,0,0,0,0,1,0,0,0,0,0,0
1.02,3,58.7,63.0,3875,0,1,0,0,0,0,0,0,1,0,0,0,0
1.51,3,62.8,59.0,9058,1,0,0,0,0,0,0,0,1,0,0,0,0
1.06,3,60.7,63.0,2080,0,0,1,0,0,0,0,0,0,0,0,0,0
1.51,4,62.2,59.0,10122,0,0,0,0,0,0,0,1,0,0,0,0,0
1.24,5,61.1,60.0,5976,0,0,0,0,1,0,0,1,0,0,0,0,0
0.73,5,62.5,56.0,2586,0,0,1,0,0,0,0,0,0,0,1,0,0
0.41,5,61.7,56.0,1076,0,0,0,0,0,0,0,0,0,0,1,0,0
0.29,3,61.74514655500572,55.0,384,0,0,0,0,1,0,0,0,0,0,1,0,0
0.53,5,61.9,54.0,856,0,0,0,0,0,1,0,0,1,0,0,0,0
1.5,4,61.5,60.0,7182,1,0,0,0,0,0,0,0,1,0,0,0,0
0.3,2,60.0,63.0,742,0,1,0,0,0,0,1,0,0,0,0,0,0
0.32,5,62.3,54.0,900,1,0,0,0,0,0,0,0,0,0,1,0,0
0.81,4,60.0,59.0,2344,0,0,0,1,0,0,0,0,1,0,0,0,0
0.27,4,60.6,58.0,799,1,0,0,0,0,0,0,0,0,0,0,1,0
1.39,5,60.9,57.0,6831,0,0,0,0,0,1,0,0,0,0,1,0,0
0.33,3,61.6,57.0,801,0,1,0,0,0,0,0,0,0,0,0,0,1
0.32,5,62.4,54.0,523,0,0,0,0,1,0,0,0,0,1,0,0,0
0.9,5,61.8,56.0,4593,0,1,0,0,0,0,0,0,1,0,0,0,0
0.31,2,63.1,58.0,544,0,0,1,0,0,0,0,0,0,0,1,0,0
0.4,4,60.1,58.0,1125,1,0,0,0,0,0,0,0,0,1,0,0,0
0.32,3,61.2,57.0,672,0,0,0,1,0,0,0,0,0,0,0,1,0
1.22,5,61.2,57.0,13029,0,1,0,0,0,0,0,0,0,0,0,1,0
0.38,5,62.0,57.0,1030,1,0,0,0,0,0,0,0,0,0,0,0,1
0.71,3,62.3,60.0,3799,0,0,0,0,0,0,0,0,0,0,0,0,1
0.71,3,63.2,59.0,2107,0,0,1,0,0,0,0,0,1,0,0,0,0
1.05,3,61.6,57.0,5197,0,0,1,0,0,0,0,1,0,0,0,0,0
1.04,5,61.3,56.0,5882,0,1,0,0,0,0,0,1,0,0,0,0,0
0.71,5,61.1,57.0,3013,0,1,0,0,0,0,0,0,0,1,0,0,0
0.42,5,62.1,55.0,953,1,0,0,0,0,0,0,1,0,0,0,0,0
0.44,5,61.1,56.0,1294,0,0,0,0,0,0,0,0,0,1,0,0,0
0.41,3,63.4,58.0,852,0,1,0,0,0,0,0,1,0,0,0,0,0
0.5,5,61.1,56.0,1637,0,0,0,1,0,0,0,0,0,1,0,0,0
0.58,5,61.8,57.0,1903,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,5,61.8,56.0,1013,1,0,0,0,0,0,0,0,0,0,0,0,1
1.18,3,62.7,54.7,8411,0,0,1,0,0,0,0,0,0,0,1,0,0
0.91,5,62.0,56.0,4337,0,0,0,1,0,0,0,1,0,0,0,0,0
1.2,5,61.1,55.0,13088,0,1,0,0,0,0,0,0,0,0,0,1,0
0.33,4,62.3,58.0,557,0,1,0,0,0,0,0,0,1,0,0,0,0
0.34,5,61.7,55.0,959,0,1,0,0,0,0,0,0,0,0,0,1,0
0.32,4,62.3,58.0,720,0,0,1,0,0,0,0,0,0,0,1,0,0
0.38,3,62.5,61.0,590,1,0,0,0,0,0,0,0,1,0,0,0,0
0.26,3,61.4,57.0,506,1,0,0,0,0,0,0,0,0,0,0,0,1
0.52,3,61.7,57.0,1311,0,0,1,0,0,0,0,1,0,0,0,0,0
2.0,2,63.6,62.0,6521,0,0,0,0,0,1,0,0,0,0,0,0,0
0.76,5,61.6,56.0,3864,1,0,0,0,0,0,0,0,0,0,1,0,0
1.09,5,62.2,56.0,4970,0,0,1,0,0,0,0,1,0,0,0,0,0
0.25,2,57.6,60.0,399,0,0,0,0,0,0,0,0,0,1,0,0,0
0.71,2,62.8,60.0,2836,1,0,0,0,0,0,0,0,0,0,1,0,0
0.41,1,64.5,57.0,1089,0,0,0,0,0,0,0,0,0,0,0,0,1
2.27,4,62.4,58.0,17149,0,0,0,0,0,1,0,0,0,1,0,0,0
1.01,4,63.0,61.0,7665,0,0,1,0,0,0,0,0,0,0,0,0,1
0.75,3,62.9,57.0,2753,1,0,0,0,0,0,0,1,0,0,0,0,0
0.72,4,62.1,59.0,1987,0,0,0,0,0,1,0,1,0,0,0,0,0
2.36,5,62.2,55.0,17569,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,5,62.7,54.0,6937,0,0,1,0,0,0,0,0,0,0,1,0,0
1.03,3,61.1,59.0,4218,0,1,0,0,0,0,0,0,1,0,0,0,0
0.7,3,61.2,57.0,2753,1,0,0,0,0,0,0,1,0,0,0,0,0
0.3,4,61.6,60.0,675,0,0,1,0,0,0,0,0,0,0,1,0,0
1.51,5,62.2,53.0,13771,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,4,60.5,60.0,658,0,1,0,0,0,0,0,0,0,1,0,0,0
0.71,5,62.3,56.0,2606,0,0,0,0,1,0,0,0,0,0,0,1,0
0.36,5,61.3,55.0,928,0,0,0,0,0,0,0,0,0,0,1,0,0
0.9,5,61.74514655500572,56.0,3500,0,0,1,0,0,0,0,0,1,0,0,0,0
0.35,4,62.4,58.0,949,0,0,0,0,0,1,0,0,0,1,0,0,0
0.7,3,62.6,57.0,1830,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,4,62.2,62.0,3360,0,0,0,0,1,0,0,1,0,0,0,0,0
0.3,5,62.2,57.0,477,0,0,1,0,0,0,0,1,0,0,0,0,0
0.9,2,60.9,63.0,2680,0,0,0,0,1,0,0,0,1,0,0,0,0
1.02,1,70.6,57.0,4398,0,0,0,0,0,0,0,1,0,0,0,0,0
0.26,3,59.2,60.0,445,0,0,0,0,1,0,0,1,0,0,0,0,0
0.33,5,61.7,55.0,1007,0,0,0,0,0,0,0,0,0,1,0,0,0
0.51,2,63.9,55.0,1268,0,0,0,0,0,0,0,0,1,0,0,0,0
1.2,5,59.9,57.0,6487,0,0,0,1,0,0,0,0,0,0,1,0,0
0.25,3,62.2,56.0,633,0,1,0,0,0,0,0,0,0,0,0,1,0
0.51,2,63.6,56.0,1312,0,1,0,0,0,0,0,1,0,0,0,0,0
0.9,2,62.9,61.0,3946,0,0,0,0,1,0,0,0,0,0,0,0,1
1.07,3,61.8,61.0,5767,0,0,0,0,0,0,0,1,0,0,0,0,0
0.3,5,62.1,54.0,401,1,0,0,0,0,0,0,0,1,0,0,0,0
2.01,4,60.5,60.0,13400,0,0,0,0,0,1,0,0,0,0,1,0,0
1.04,4,59.2,58.0,8722,0,1,0,0,0,0,0,0,0,0,0,0,1
2.01,3,59.3,62.0,12257,0,0,0,0,0,1,0,1,0,0,0,0,0
0.71,3,61.74514655500572,57.0,2207,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,3,63.8,56.0,1580,0,0,0,0,0,0,0,0,0,0,1,0,0
0.59,4,61.8,60.0,1789,1,0,0,0,0,0,0,1,0,0,0,0,0
1.0,5,60.2,57.0,4774,0,0,0,0,0,0,0,1,0,0,0,0,0
0.31,5,61.8,57.0,942,0,0,0,0,0,0,0,0,0,0,1,0,0
0.7,2,59.4,62.0,2759,0,1,0,0,0,0,0,0,0,1,0,0,0
0.51,3,60.7,56.0,1628,0,0,0,1,0,0,0,0,0,1,0,0,0
1.52,4,62.6,60.0,6086,0,0,0,1,0,0,0,0,1,0,0,0,0
0.91,3,62.8,61.0,3703,1,0,0,0,0,0,0,0,1,0,0,0,0
0.95,4,59.7,61.0,3830,0,0,1,0,0,0,0,0,1,0,0,0,0
0.7,3,62.6,57.0,2726,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,4,61.8,60.0,2099,1,0,0,0,0,0,0,1,0,0,0,0,0
1.71,4,60.6,58.0,13666,0,0,1,0,0,0,0,1,0,0,0,0,0
0.93,4,62.1,59.0,4793,0,0,1,0,0,0,0,0,0,1,0,0,0
0.61,5,61.3,55.0,2373,1,0,0,0,0,0,0,0,0,0,1,0,0
1.01,4,61.5,59.0,5006,0,0,1,0,0,0,0,1,0,0,0,0,0
1.01,5,62.3,57.0,4694,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,5,60.5,56.0,3419,1,0,0,0,0,0,0,0,0,1,0,0,0
2.48,5,62.3,57.0,12883,0,0,0,0,1,0,0,0,1,0,0,0,0
1.04,4,62.4,57.0,4892,1,0,0,0,0,0,0,0,1,0,0,0,0
1.06,5,60.8,54.0,4602,0,0,0,1,0,0,0,1,0,0,0,0,0
0.44,3,62.9,58.0,810,1,0,0,0,0,0,0,1,0,0,0,0,0
0.9,3,62.6,59.0,5502,0,0,0,1,0,0,0,0,0,0,1,0,0
1.52,5,60.1,60.0,11946,0,0,0,1,0,0,0,0,0,1,0,0,0
0.31,5,62.6,53.0,687,0,0,0,1,0,0,0,0,0,0,0,1,0
1.13,3,60.1,60.0,4959,0,0,0,1,0,0,0,1,0,0,0,0,0
0.91,2,64.1,62.0,3349,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,2,63.8,56.0,1268,0,0,1,0,0,0,0,1,0,0,0,0,0
0.31,5,62.1,54.2,726,1,0,0,0,0,0,0,0,0,1,0,0,0
1.28,5,61.8,57.0,5676,0,0,0,1,0,0,0,0,1,0,0,0,0
1.51,5,61.9,57.0,14674,0,0,1,0,0,0,0,0,0,1,0,0,0
0.41,4,61.0,59.0,1192,0,1,0,0,0,0,0,0,0,0,0,0,1
0.28,5,61.8,54.0,490,0,1,0,0,0,0,0,0,0,0,1,0,0
1.23,4,59.3,58.0,5979,0,0,0,1,0,0,0,0,0,0,1,0,0
0.36,5,61.9,57.0,1013,0,0,0,1,0,0,1,0,0,0,0,0,0
2.03,3,63.2,60.0,15086,0,0,0,0,1,0,0,0,0,1,0,0,0
0.55,5,60.9,56.0,1556,1,0,0,0,0,0,0,1,0,0,0,0,0
0.92,3,62.2,55.0,4621,0,1,0,0,0,0,0,1,0,0,0,0,0
1.7,3,63.1,57.0,10341,0,0,0,0,1,0,0,1,0,0,0,0,0
0.58,5,61.8,56.0,2395,0,1,0,0,0,0,0,0,0,0,0,0,1
0.31,5,62.4,55.0,761,0,1,0,0,0,0,0,0,0,0,0,0,1
1.27,5,61.7,56.0,10805,0,0,1,0,0,0,0,0,0,0,0,1,0
1.27,4,62.3,56.0,5547,0,0,0,0,1,0,0,1,0,0,0,0,0
1.11,5,61.7,54.0,5051,0,0,0,0,0,1,0,0,0,0,1,0,0
1.52,4,62.5,59.0,12418,1,0,0,0,0,0,0,1,0,0,0,0,0
0.93,5,62.5,55.0,3856,0,0,0,0,1,0,0,1,0,0,0,0,0
0.31,5,62.1,56.0,707,0,0,1,0,0,0,0,0,0,0,0,0,1
0.83,3,59.7,53.0,7889,0,0,0,0,0,0,1,0,0,0,0,0,0
1.22,4,60.6,60.0,6387,0,0,0,1,0,0,0,1,0,0,0,0,0
0.32,5,62.3,56.0,900,1,0,0,0,0,0,0,0,0,0,1,0,0
0.4,3,62.8,59.0,707,1,0,0,0,0,0,0,1,0,0,0,0,0
0.7,3,60.8,57.0,2931,0,0,1,0,0,0,0,0,0,0,0,0,1
1.43,1,50.8,60.0,6727,0,0,0,0,1,0,0,0,0,1,0,0,0
0.58,5,61.2,57.0,1436,0,0,0,0,0,0,0,0,1,0,0,0,0
0.81,4,59.0,57.0,2274,0,0,1,0,0,0,0,0,1,0,0,0,0
0.4,5,62.1,57.0,882,0,1,0,0,0,0,0,1,0,0,0,0,0
0.55,5,61.4,56.0,1667,1,0,0,0,0,0,0,0,0,0,1,0,0
1.16,3,61.8,58.0,4785,0,0,0,1,0,0,0,0,1,0,0,0,0
1.04,4,62.4,58.0,3611,0,0,0,1,0,0,0,0,1,0,0,0,0
0.71,4,58.9,62.0,2181,0,0,1,0,0,0,0,1,0,0,0,0,0
0.91,3,60.8,57.0,4606,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,5,61.7,56.0,570,0,1,0,0,0,0,0,0,0,1,0,0,0
0.7,1,61.6,66.0,1995,0,0,1,0,0,0,0,1,0,0,0,0,0
0.7,3,60.6,58.0,2057,0,0,1,0,0,0,0,0,1,0,0,0,0
1.01,3,63.9,56.0,4023,0,0,0,1,0,0,0,0,1,0,0,0,0
1.5,4,61.7,62.0,6300,0,0,0,0,0,0,0,0,0,0,0,0,0
0.52,5,61.5,56.0,1767,1,0,0,0,0,0,0,0,0,0,1,0,0
0.36,5,62.3,57.0,689,0,0,0,0,0,0,0,0,1,0,0,0,0
1.1,3,61.74514655500572,59.0,6708,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,3,63.5,57.0,4244,0,0,0,0,1,0,0,0,1,0,0,0,0
0.3,4,62.6,57.0,574,0,0,1,0,0,0,0,1,0,0,0,0,0
0.38,3,61.74514655500572,61.0,600,0,1,0,0,0,0,0,0,1,0,0,0,0
0.3,5,62.0,54.0,605,0,1,0,0,0,0,0,0,0,0,1,0,0
1.53,5,61.7,57.0,9189,0,0,0,0,1,0,0,0,0,0,1,0,0
1.52,4,59.4,55.0,14388,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,1,65.4,57.0,8716,0,0,0,0,0,0,0,0,0,0,0,0,1
0.45,2,58.6,62.2,1144,0,1,0,0,0,0,0,0,0,1,0,0,0
0.32,5,60.3,58.0,779,0,0,1,0,0,0,0,0,0,0,0,1,0
0.26,5,62.2,56.0,599,1,0,0,0,0,0,0,0,0,0,0,0,1
0.31,3,63.4,56.0,802,0,1,0,0,0,0,0,0,0,0,1,0,0
0.3,5,61.3,57.0,665,0,0,0,1,0,0,0,0,0,0,0,1,0
0.42,2,63.6,61.0,945,1,0,0,0,0,0,0,1,0,0,0,0,0
1.04,5,59.9,56.0,4403,0,1,0,0,0,0,0,1,0,0,0,0,0
0.56,5,61.0,55.0,1708,0,1,0,0,0,0,0,0,0,0,1,0,0
1.05,5,61.6,56.0,6837,0,0,1,0,0,0,0,0,0,0,1,0,0
0.9,3,62.3,60.0,4540,0,0,1,0,0,0,0,0,0,1,0,0,0
1.09,4,60.2,59.0,5860,0,0,0,1,0,0,0,0,0,1,0,0,0
1.0,4,61.3,61.0,5096,0,0,0,1,0,0,0,0,0,0,1,0,0
1.22,4,60.5,60.0,4974,1,0,0,0,0,0,0,0,1,0,0,0,0
1.12,5,62.0,55.0,5551,0,0,1,0,0,0,0,1,0,0,0,0,0
0.73,5,61.2,57.0,3797,0,1,0,0,0,0,0,0,0,1,0,0,0
0.9,3,62.7,56.0,4381,0,0,0,0,0,0,0,1,0,0,0,0,0
0.71,5,60.7,57.0,2843,0,0,1,0,0,0,0,0,0,0,0,0,1
0.32,2,59.5,64.0,756,1,0,0,0,0,0,0,0,0,1,0,0,0
0.39,5,60.0,57.0,1053,0,1,0,0,0,0,0,0,0,0,1,0,0
1.22,4,60.3,59.0,6217,0,0,0,0,1,0,0,0,0,0,1,0,0
1.01,3,60.9,63.0,2323,0,0,0,0,1,0,0,1,0,0,0,0,0
1.5,2,61.5,65.0,6300,1,0,0,0,0,0,0,0,1,0,0,0,0
1.22,4,62.3,59.0,7395,1,0,0,0,0,0,0,1,0,0,0,0,0
0.57,5,62.2,57.0,1613,1,0,0,0,0,0,0,1,0,0,0,0,0
1.06,4,61.3,58.0,7408,1,0,0,0,0,0,0,0,0,0,1,0,0
0.3,5,62.3,55.0,886,0,1,0,0,0,0,1,0,0,0,0,0,0
0.38,3,58.9,61.0,733,0,0,0,0,0,0,0,1,0,0,0,0,0
0.5,3,62.8,60.0,1054,0,0,0,0,1,0,0,1,0,0,0,0,0
0.5,5,62.4,55.0,964,0,0,0,1,0,0,0,0,1,0,0,0,0
1.12,2,63.8,57.0,6925,0,1,0,0,0,0,0,0,0,0,1,0,0
1.59,4,63.0,58.0,12409,0,0,0,1,0,0,0,0,0,0,0,0,1
0.35,5,62.4,55.0,748,0,1,0,0,0,0,0,1,0,0,0,0,0
0.59,4,62.9,60.0,1265,0,0,0,1,0,0,0,1,0,0,0,0,0
0.52,5,61.2,56.0,1803,0,0,1,0,0,0,0,0,0,1,0,0,0
0.62,5,61.2,56.0,2243,0,0,0,0,0,0,0,0,0,0,1,0,0
1.04,3,61.9,57.0,6177,0,0,1,0,0,0,0,0,0,0,1,0,0
2.16,4,61.5,58.0,17891,0,0,0,0,0,1,0,0,0,0,0,1,0
0.41,5,62.7,57.0,755,1,0,0,0,0,0,0,1,0,0,0,0,0
1.61,5,62.5,57.0,10098,0,0,0,0,1,0,0,0,0,0,1,0,0
0.35,5,61.4,56.0,630,1,0,0,0,0,0,0,0,1,0,0,0,0
1.25,4,61.5,60.0,8840,0,1,0,0,0,0,0,0,0,0,1,0,0
1.25,5,62.2,55.0,10983,0,0,1,0,0,0,0,0,0,0,0,0,1
0.7,3,62.4,56.0,2604,0,1,0,0,0,0,0,0,0,1,0,0,0
1.06,4,61.5,57.0,2968,0,0,0,0,1,0,0,0,1,0,0,0,0
0.91,5,61.9,56.0,3863,0,0,0,0,0,1,0,0,0,1,0,0,0
0.9,5,62.0,56.0,2948,0,0,0,0,1,0,0,0,1,0,0,0,0
0.96,2,56.7,62.0,3611,0,0,0,1,0,0,0,0,1,0,0,0,0
0.8,5,62.4,57.0,2122,0,0,0,1,0,0,0,0,1,0,0,0,0
1.01,3,63.0,60.0,7974,0,0,1,0,0,0,1,0,0,0,0,0,0
1.51,2,64.0,58.0,6936,0,0,0,0,0,1,0,0,0,0,1,0,0
2.03,4,61.7,58.0,13229,0,0,0,0,0,0,0,0,1,0,0,0,0
1.21,4,61.1,61.0,5720,0,1,0,0,0,0,0,1,0,0,0,0,0
0.35,3,63.3,54.0,647,0,0,0,1,0,0,0,1,0,0,0,0,0
1.0,3,63.0,58.0,7676,1,0,0,0,0,0,0,0,0,1,0,0,0
0.52,5,61.2,56.0,1689,1,0,0,0,0,0,0,0,0,0,1,0,0
0.39,4,61.74514655500572,59.0,1024,0,0,0,0,0,0,0,0,0,0,1,0,0
0.31,5,61.8,54.0,789,0,0,1,0,0,0,0,0,0,0,0,1,0
1.39,4,62.7,58.0,7986,0,0,0,1,0,0,0,1,0,0,0,0,0
0.36,4,59.9,59.0,758,0,0,0,0,1,0,1,0,0,0,0,0,0
1.23,5,62.3,57.0,5938,0,0,0,1,0,0,0,1,0,0,0,0,0
0.42,5,61.2,54.0,921,0,0,1,0,0,0,0,0,0,1,0,0,0
0.42,4,62.6,58.0,626,0,0,0,0,1,0,0,1,0,0,0,0,0
1.5,2,64.0,56.0,4022,0,0,0,1,0,0,0,0,0,0,0,0,0
0.3,5,62.1,56.0,552,0,0,0,0,0,0,0,1,0,0,0,0,0
1.14,5,61.0,56.0,9013,0,0,1,0,0,0,0,0,0,0,0,0,1
0.39,4,61.7,59.0,1123,0,0,0,0,0,0,0,0,0,1,0,0,0
0.31,2,63.8,57.0,625,0,0,1,0,0,0,0,0,0,1,0,0,0
0.38,5,61.5,57.0,1257,0,0,0,0,0,0,0,0,0,0,0,0,1
0.42,5,61.7,55.0,885,0,0,0,1,0,0,0,1,0,0,0,0,0
0.35,3,60.2,60.0,658,0,0,1,0,0,0,0,0,0,0,1,0,0
0.3,4,62.3,59.0,776,0,0,1,0,0,0,0,0,0,1,0,0,0
0.52,4,62.6,55.0,1219,0,0,0,1,0,0,0,1,0,0,0,0,0
0.5,3,61.4,57.8,1034,0,0,0,0,0,1,0,0,0,1,0,0,0
0.72,5,61.0,56.0,3295,0,0,1,0,0,0,0,0,0,0,0,0,1
1.5,4,60.8,58.0,8148,0,0,0,1,0,0,0,0,1,0,0,0,0
1.04,3,63.4,55.0,5557,0,0,0,0,0,0,0,1,0,0,0,0,0
0.53,5,61.3,56.0,1781,0,0,0,1,0,0,0,0,0,0,0,1,0
0.4,3,62.9,55.0,1004,0,0,0,0,0,0,0,0,0,1,0,0,0
0.74,4,60.6,60.0,2655,0,0,0,0,0,0,0,1,0,0,0,0,0
1.3,5,62.4,56.0,6928,0,0,1,0,0,0,0,0,0,1,0,0,0
0.7,5,62.6,56.0,1937,0,0,0,0,0,1,0,1,0,0,0,0,0
0.9,1,67.0,56.0,3074,0,0,0,0,1,0,0,0,0,0,0,0,1
0.7,5,62.3,55.0,2536,0,0,0,0,1,0,0,0,0,0,0,1,0
0.59,3,63.0,57.0,1412,0,0,1,0,0,0,0,1,0,0,0,0,0
0.35,5,60.8,55.0,872,0,1,0,0,0,0,0,0,0,0,0,0,1
0.3,5,62.6,54.0,844,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,3,62.1,56.0,2686,0,0,0,0,0,0,0,1,0,0,0,0,0
1.01,5,62.3,55.0,4425,0,0,0,0,0,1,0,0,0,0,1,0,0
1.0,3,63.5,59.0,4295,0,0,0,0,0,0,0,0,1,0,0,0,0
0.53,5,60.4,56.0,1948,0,0,1,0,0,0,0,0,0,0,0,0,1
0.54,5,61.4,57.0,2039,0,0,0,0,0,0,0,0,0,1,0,0,0
0.42,3,59.4,59.0,921,0,0,1,0,0,0,0,0,0,1,0,0,0
1.52,2,64.4,59.0,9368,0,0,1,0,0,0,0,1,0,0,0,0,0
2.04,4,60.2,58.0,18066,0,1,0,0,0,0,0,0,1,0,0,0,0
1.05,1,66.0,60.0,3615,0,1,0,0,0,0,0,0,1,0,0,0,0
0.33,5,61.74514655500572,55.0,928,1,0,0,0,0,0,0,0,0,0,1,0,0
1.51,2,63.6,60.0,7957,0,0,0,0,1,0,0,0,1,0,0,0,0
0.32,5,61.9,56.0,1080,0,0,1,0,0,0,0,0,0,0,0,1,0
1.0,5,61.9,57.0,7526,0,1,0,0,0,0,0,0,0,1,0,0,0
1.01,4,60.0,61.0,4921,1,0,0,0,0,0,0,0,1,0,0,0,0
0.39,4,62.4,58.0,1053,0,1,0,0,0,0,0,0,0,0,1,0,0
1.0,4,61.1,60.0,5174,1,0,0,0,0,0,0,1,0,0,0,0,0
0.39,5,61.4,56.0,796,1,0,0,0,0,0,0,0,0,0,1,0,0
0.7,3,59.5,58.0,2812,0,1,0,0,0,0,0,0,0,0,1,0,0
0.9,5,61.7,56.0,6230,1,0,0,0,0,0,0,0,0,1,0,0,0
1.0,2,58.7,61.0,3769,0,0,0,0,0,1,0,0,0,0,1,0,0
0.58,4,59.2,60.0,2401,0,0,0,0,0,0,0,0,0,1,0,0,0
0.3,5,61.0,56.0,844,0,0,1,0,0,0,1,0,0,0,0,0,0
1.51,4,61.1,59.0,14294,0,1,0,0,0,0,0,0,0,0,1,0,0
1.01,4,62.8,58.0,9412,0,1,0,0,0,0,0,0,0,0,0,1,0
0.35,3,62.3,60.0,829,1,0,0,0,0,0,0,0,0,1,0,0,0
1.01,3,61.9,58.0,6047,0,0,1,0,0,0,0,0,0,0,1,0,0
0.7,5,61.9,57.0,1974,0,0,0,0,0,1,0,0,0,0,1,0,0
0.62,4,62.3,60.0,2009,0,1,0,0,0,0,0,0,0,0,1,0,0
1.51,4,60.7,59.0,10020,0,0,0,1,0,0,0,1,0,0,0,0,0
2.01,4,62.8,58.0,12407,0,0,0,0,0,1,0,0,1,0,0,0,0
0.35,1,54.6,59.0,1011,0,1,0,0,0,0,0,0,0,0,0,1,0
0.91,4,61.4,60.0,3682,0,1,0,0,0,0,0,0,1,0,0,0,0
0.43,4,60.2,59.0,1129,0,0,0,0,0,0,0,0,0,0,1,0,0
1.22,4,62.7,59.0,6184,0,0,0,1,0,0,0,0,0,0,1,0,0
1.01,4,62.2,59.0,5345,0,1,0,0,0,0,0,1,0,0,0,0,0
0.59,5,61.9,55.0,1292,0,0,0,1,0,0,0,0,1,0,0,0,0
1.11,2,61.74514655500572,60.0,4532,1,0,0,0,0,0,0,0,1,0,0,0,0
0.52,3,62.5,59.0,1019,0,0,0,0,0,1,0,1,0,0,0,0,0
0.23,4,59.6,61.0,640,0,0,0,0,0,0,0,0,0,0,0,0,1
1.33,4,62.7,58.0,9699,0,0,1,0,0,0,0,0,0,1,0,0,0
0.5,5,60.9,57.0,1654,0,0,0,0,0,0,0,1,0,0,0,0,0
0.29,3,60.8,63.0,592,0,1,0,0,0,0,0,0,0,0,0,0,1
0.41,4,61.6,58.0,827,0,0,1,0,0,0,0,0,0,0,1,0,0
0.71,2,63.3,55.0,1881,0,0,0,0,0,1,0,0,0,1,0,0,0
0.73,4,61.4,58.0,2841,0,0,1,0,0,0,0,0,0,1,0,0,0
1.51,4,62.3,59.0,7418,0,0,0,0,0,1,0,0,0,0,1,0,0
